Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,MSPB-1 Achievement Threshold,MSPB-1 Benchmark,MSPB-1 Baseline Rate,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score,Location
230036,MIDMICHIGAN MEDICAL CENTER - ALPENA,1501 W CHISHOLM ST,ALPENA,MI,49707,Alpena,0.986935,0.839602,1.003773,0.954296,2 out of 10,3 out of 9,3 out of 10,"1501 W CHISHOLM ST ALPENA, MI 49707 (45.076857, -83.450672)"
050580,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,Orange,0.986935,0.839602,1.148035,1.133188,0 out of 10,0 out of 9,0 out of 10,"7901 WALKER STREET LA PALMA, CA 90623 (33.847585, -118.03725)"
330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,Westchester,0.986935,0.839602,1.094288,1.120150,0 out of 10,0 out of 9,0 out of 10,"100 WOODS RD VALHALLA, NY 10595 (41.08768, -73.803897)"
060116,GOOD SAMARITAN MEDICAL CENTER,200 EXEMPLA CIRCLE,LAFAYETTE,CO,80026,Boulder,0.986935,0.839602,0.958508,0.951281,3 out of 10,0 out of 9,3 out of 10,"200 EXEMPLA CIRCLE LAFAYETTE, CO 80026 (39.969753, -105.083065)"
120026,PALI MOMI MEDICAL CENTER,98-1079 MOANALUA ROAD,AIEA,HI,96701,Honolulu,0.986935,0.839602,0.935889,0.916422,5 out of 10,2 out of 9,5 out of 10,"98-1079 MOANALUA ROAD AIEA, HI 96701 (21.383988, -157.937675)"
420101,COASTAL CAROLINA HOSPITAL,1000 MEDICAL CENTER DRIVE,HARDEEVILLE,SC,29927,Jasper,0.986935,0.839602,0.967755,1.022034,0 out of 10,0 out of 9,0 out of 10,"1000 MEDICAL CENTER DRIVE HARDEEVILLE, SC 29927 (32.314817, -81.055429)"
330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,Westchester,0.986935,0.839602,1.015797,0.997240,0 out of 10,1 out of 9,1 out of 10,"701 NORTH BROADWAY SLEEPY HOLLOW, NY 10591 (41.107555, -73.859639)"
450358,HOUSTON METHODIST HOSPITAL,6565 FANNIN,HOUSTON,TX,77030,Harris,0.986935,0.839602,1.002511,1.025955,0 out of 10,0 out of 9,0 out of 10,"6565 FANNIN HOUSTON, TX 77030 (29.710567, -95.400118)"
100168,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS RD,BOCA RATON,FL,33486,Palm Beach,0.986935,0.839602,1.046888,1.068557,0 out of 10,0 out of 9,0 out of 10,"800 MEADOWS RD BOCA RATON, FL 33486 (26.359599, -80.102211)"
410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,02903,Providence,0.986935,0.839602,0.991389,1.002922,0 out of 10,0 out of 9,0 out of 10,"593 EDDY STREET PROVIDENCE, RI 02903 (41.811956, -71.407049)"
450508,MEMORIAL HOSPITAL,1204 MOUND ST,NACOGDOCHES,TX,75961,Nacogdoches,0.986935,0.839602,1.126722,1.119988,0 out of 10,0 out of 9,0 out of 10,"1204 MOUND ST NACOGDOCHES, TX 75961 (31.613397, -94.649455)"
040010,MERCY HOSPITAL NORTHWEST ARKANSAS,2710 SOUTH RIFE MEDICAL LANE,ROGERS,AR,72758,Benton,0.986935,0.839602,0.932533,0.960476,2 out of 10,0 out of 9,2 out of 10,"2710 SOUTH RIFE MEDICAL LANE ROGERS, AR 72758 (36.309562, -94.184709)"
420007,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,Spartanburg,0.986935,0.839602,1.015003,1.033423,0 out of 10,0 out of 9,0 out of 10,"101 E WOOD ST SPARTANBURG, SC 29303 (34.967852, -81.939927)"
450033,VHS HARLINGEN HOSPITAL COMPANY LLC,2101 PEASE ST,HARLINGEN,TX,78550,Cameron,0.986935,0.839602,1.045432,1.059936,0 out of 10,0 out of 9,0 out of 10,"2101 PEASE ST HARLINGEN, TX 78550 (26.173414, -97.670666)"
030134,BANNER GOLDFIELD MEDICAL CENTER,2050 WEST SOUTHERN AVENUE,APACHE JUNCTION,AZ,85120,Pinal,0.986935,0.839602,0.802317,0.861643,8 out of 10,0 out of 9,8 out of 10,"2050 WEST SOUTHERN AVENUE APACHE JUNCTION, AZ 85120 (33.393343, -111.566796)"
110198,WELLSTAR NORTH FULTON HOSPITAL,3000 HOSPITAL BOULEVARD,ROSWELL,GA,30076,Fulton,0.986935,0.839602,1.032044,1.009082,0 out of 10,1 out of 9,1 out of 10,"3000 HOSPITAL BOULEVARD ROSWELL, GA 30076 (34.062989, -84.322477)"
380038,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,1500 DIVISION STREET,OREGON CITY,OR,97045,Clackamas,0.986935,0.839602,0.889194,0.913010,5 out of 10,0 out of 9,5 out of 10,"1500 DIVISION STREET OREGON CITY, OR 97045 (45.356647, -122.588371)"
490127,BUCHANAN GENERAL HOSPITAL,1535 SLATE CREEK ROAD,GRUNDY,VA,24614,Buchanan,0.986935,0.839602,1.010354,0.907495,5 out of 10,6 out of 9,6 out of 10,"1535 SLATE CREEK ROAD GRUNDY, VA 24614 (37.285506, -82.067817)"
030083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,Maricopa,0.986935,0.839602,1.022128,1.010103,0 out of 10,0 out of 9,0 out of 10,"3929 EAST BELL ROAD PHOENIX, AZ 85032 (33.640603, -111.997692)"
390160,CANONSBURG GENERAL HOSPITAL,100 MEDICAL BOULEVARD,CANONSBURG,PA,15317,Washington,0.986935,0.839602,1.064473,0.979056,1 out of 10,3 out of 9,3 out of 10,"100 MEDICAL BOULEVARD CANONSBURG, PA 15317 (40.248477, -80.190434)"
050357,GOLETA VALLEY COTTAGE HOSPITAL,351 S PATTERSON AVE,SANTA BARBARA,CA,93111,Santa Barbara,0.986935,0.839602,0.952765,0.948664,3 out of 10,0 out of 9,3 out of 10,"351 S PATTERSON AVE SANTA BARBARA, CA 93111 (34.433699, -119.809322)"
340087,MISSION HOSPITAL MCDOWELL,430 RANKIN DRIVE P O BOX 730,MARION,NC,28752,McDowell,0.986935,0.839602,0.892029,0.904767,6 out of 10,0 out of 9,6 out of 10,"430 RANKIN DRIVE P O BOX 730 MARION, NC 28752 (35.665187, -82.021772)"
520027,ASCENSION COLUMBIA ST MARY'S HOSPITAL OZAUKEE,13111 N PORT WASHINGTON RD,MEQUON,WI,53097,Ozaukee,0.986935,0.839602,0.972662,0.962699,2 out of 10,0 out of 9,2 out of 10,"13111 N PORT WASHINGTON RD MEQUON, WI 53097 (43.25618, -87.92415)"
380029,LEGACY SILVERTON MEDICAL CENTER,342 FAIRVIEW STREET,SILVERTON,OR,97381,Marion,0.986935,0.839602,0.846416,0.850845,9 out of 10,0 out of 9,9 out of 10,"342 FAIRVIEW STREET SILVERTON, OR 97381 (45.004564, -122.790746)"
450028,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,1040 W JEFFERSON ST,BROWNSVILLE,TX,78520,Cameron,0.986935,0.839602,1.039060,1.127253,0 out of 10,0 out of 9,0 out of 10,"1040 W JEFFERSON ST BROWNSVILLE, TX 78520 (25.917931, -97.511998)"
070024,WILLIAM W BACKUS HOSPITAL,326 WASHINGTON ST,NORWICH,CT,06360,New London,0.986935,0.839602,0.994355,0.986588,1 out of 10,0 out of 9,1 out of 10,"326 WASHINGTON ST NORWICH, CT 06360 (41.543402, -72.086747)"
050140,KAISER FOUNDATION HOSPITAL FONTANA,9961 SIERRA AVE,FONTANA,CA,92335,San Bernardino,0.986935,0.839602,0.886130,0.931112,4 out of 10,0 out of 9,4 out of 10,"9961 SIERRA AVE FONTANA, CA 92335 (34.072271, -117.433458)"
060103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,100 HEALTH PARK DRIVE,LOUISVILLE,CO,80027,Boulder,0.986935,0.839602,0.965299,0.938606,3 out of 10,2 out of 9,3 out of 10,"100 HEALTH PARK DRIVE LOUISVILLE, CO 80027 (39.950847, -105.149154)"
250138,MERIT HEALTH RIVER OAKS,1030 RIVER OAKS DRIVE,FLOWOOD,MS,39232,Rankin,0.986935,0.839602,1.005061,1.045759,0 out of 10,0 out of 9,0 out of 10,"1030 RIVER OAKS DRIVE FLOWOOD, MS 39232 (32.32614, -90.106447)"
390066,GOOD SAMARITAN HOSPITAL,FOURTH AND WALNUT STREETS,LEBANON,PA,17042,Lebanon,0.986935,0.839602,1.010994,1.012600,0 out of 10,0 out of 9,0 out of 10,"FOURTH AND WALNUT STREETS LEBANON, PA 17042 (40.146353, -77.128598)"
030114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD,ORO VALLEY,AZ,85755,Pima,0.986935,0.839602,0.965124,0.946456,3 out of 10,1 out of 9,3 out of 10,"1551 EAST TANGERINE ROAD ORO VALLEY, AZ 85755 (32.427183, -110.94954)"
310032,INSPIRA MEDICAL CENTER VINELAND,1505 W SHERMAN AVE,VINELAND,NJ,08360,Cumberland,0.986935,0.839602,1.045767,1.076548,0 out of 10,0 out of 9,0 out of 10,"1505 W SHERMAN AVE VINELAND, NJ 08360 (39.447444, -75.057329)"
370020,MERCY HOSPITAL ADA,430 NORTH MONTE VISTA,ADA,OK,74820,Pontotoc,0.986935,0.839602,0.985936,1.002455,0 out of 10,0 out of 9,0 out of 10,"430 NORTH MONTE VISTA ADA, OK 74820 (34.778068, -96.634813)"
430012,AVERA SACRED HEART HOSPITAL,501 SUMMIT ST,YANKTON,SD,57078,Yankton,0.986935,0.839602,0.888025,0.884752,7 out of 10,0 out of 9,7 out of 10,"501 SUMMIT ST YANKTON, SD 57078 (42.872573, -97.406945)"
510006,UNITED HOSPITAL CENTER,327 MEDICAL PARK DRIVE,BRIDGEPORT,WV,26330,Harrison,0.986935,0.839602,0.955440,0.959729,2 out of 10,0 out of 9,2 out of 10,"327 MEDICAL PARK DRIVE BRIDGEPORT, WV 26330 (39.330578, -80.240796)"
390162,EASTON HOSPITAL,250 SOUTH 21ST STREET,EASTON,PA,18042,Northampton,0.986935,0.839602,1.001466,1.022567,0 out of 10,0 out of 9,0 out of 10,"250 SOUTH 21ST STREET EASTON, PA 18042 (40.686518, -75.242897)"
360137,UH CLEVELAND MEDICAL CENTER,11100 EUCLID AVENUE,CLEVELAND,OH,44106,Cuyahoga,0.986935,0.839602,1.020735,1.042423,0 out of 10,0 out of 9,0 out of 10,"11100 EUCLID AVENUE CLEVELAND, OH 44106 (41.507309, -81.607239)"
300011,ST JOSEPH HOSPITAL,172 KINSLEY ST,NASHUA,NH,03060,Hillsborough,0.986935,0.839602,1.028150,1.049527,0 out of 10,0 out of 9,0 out of 10,"172 KINSLEY ST NASHUA, NH 03060 (42.750441, -71.479886)"
160117,FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA,52001,Dubuque,0.986935,0.839602,0.968193,1.029113,0 out of 10,0 out of 9,0 out of 10,"350 NORTH GRANDVIEW AVENUE DUBUQUE, IA 52001 (42.495413, -90.687573)"
460023,AMERICAN FORK HOSPITAL,170 NORTH 1100 EAST,AMERICAN FORK,UT,84003,Utah,0.986935,0.839602,0.972269,0.914841,5 out of 10,4 out of 9,5 out of 10,"170 NORTH 1100 EAST AMERICAN FORK, UT 84003 (40.380506, -111.769094)"
450347,HUNTSVILLE MEMORIAL HOSPITAL,110 MEMORIAL HOSPITAL DRIVE,HUNTSVILLE,TX,77340,Walker,0.986935,0.839602,1.098318,1.081851,0 out of 10,0 out of 9,0 out of 10,"110 MEMORIAL HOSPITAL DRIVE HUNTSVILLE, TX 77340 (30.69849, -95.55799)"
240002,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,407 EAST THIRD STREET,DULUTH,MN,55805,Saint Louis,0.986935,0.839602,0.965728,0.965546,2 out of 10,0 out of 9,2 out of 10,"407 EAST THIRD STREET DULUTH, MN 55805 (46.792843, -92.096395)"
110011,TANNER MEDICAL CENTER - CARROLLTON,705 DIXIE STREET,CARROLLTON,GA,30117,Carroll,0.986935,0.839602,1.020035,1.016434,0 out of 10,0 out of 9,0 out of 10,"705 DIXIE STREET CARROLLTON, GA 30117 (33.570555, -85.072464)"
280013,THE NEBRASKA MEDICAL CENTER,987400 NEBRASKA MEDICAL CENTER,OMAHA,NE,68198,Douglas,0.986935,0.839602,1.013814,1.009293,0 out of 10,0 out of 9,0 out of 10,"987400 NEBRASKA MEDICAL CENTER OMAHA, NE 68198"
390035,ST LUKE'S QUAKERTOWN HOSPITAL,1021 PARK AVENUE,QUAKERTOWN,PA,18951,Bucks,0.986935,0.839602,0.954417,0.933731,4 out of 10,1 out of 9,4 out of 10,"1021 PARK AVENUE QUAKERTOWN, PA 18951 (40.437795, -75.348774)"
390183,ST LUKE'S MINERS MEMORIAL HOSPITAL,360 W RUDDLE STREET,COALDALE,PA,18218,Schuylkill,0.986935,0.839602,0.945165,0.948649,3 out of 10,0 out of 9,3 out of 10,"360 W RUDDLE STREET COALDALE, PA 18218 (40.821619, -75.914152)"
440003,SUMNER REGIONAL MEDICAL CENTER,555 HARTSVILLE PIKE,GALLATIN,TN,37066,Sumner,0.986935,0.839602,1.065352,1.010712,0 out of 10,2 out of 9,2 out of 10,"555 HARTSVILLE PIKE GALLATIN, TN 37066 (36.391117, -86.434341)"
390027,TEMPLE UNIVERSITY HOSPITAL,3401 NORTH BROAD STREET,PHILADELPHIA,PA,19140,Philadelphia,0.986935,0.839602,0.983569,1.009945,0 out of 10,0 out of 9,0 out of 10,"3401 NORTH BROAD STREET PHILADELPHIA, PA 19140 (40.004667, -75.1522)"
390001,GEISINGER-COMMUNITY MEDICAL CENTER,1822 MULBERRY STREET,SCRANTON,PA,18510,Lackawanna,0.986935,0.839602,1.081153,1.065847,0 out of 10,0 out of 9,0 out of 10,"1822 MULBERRY STREET SCRANTON, PA 18510 (41.400717, -75.64589)"
250050,OCH REGIONAL MEDICAL CENTER,400 HOSPITAL ROAD /MAIL PO BOX 1506,STARKVILLE,MS,39759,Oktibbeha,0.986935,0.839602,1.020824,1.013841,0 out of 10,0 out of 9,0 out of 10,"400 HOSPITAL ROAD /MAIL PO BOX 1506 STARKVILLE, MS 39759 (33.474957, -88.820554)"
050737,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,Los Angeles,0.986935,0.839602,1.132033,1.108780,0 out of 10,0 out of 9,0 out of 10,"525 N GARFIELD AVE MONTEREY PARK, CA 91754 (34.067864, -118.122906)"
080001,"CHRISTIANA CARE HEALTH SERVICES, INC.",4755 OGLETOWN-STANTON ROAD,NEWARK,DE,19718,New Castle,0.986935,0.839602,0.992734,1.011278,0 out of 10,0 out of 9,0 out of 10,"4755 OGLETOWN-STANTON ROAD NEWARK, DE 19718 (39.689909, -75.673228)"
010061,HIGHLANDS MEDICAL CENTER,380 WOODS COVE ROAD,SCOTTSBORO,AL,35768,Jackson,0.986935,0.839602,0.955625,1.007099,0 out of 10,0 out of 9,0 out of 10,"380 WOODS COVE ROAD SCOTTSBORO, AL 35768 (34.661254, -86.047116)"
230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,Wayne,0.986935,0.839602,1.020301,0.992837,0 out of 10,1 out of 9,1 out of 10,"6245 INKSTER RD GARDEN CITY, MI 48135 (42.332356, -83.311771)"
110129,ST FRANCIS HOSPITAL,2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,Muscogee,0.986935,0.839602,1.013545,1.033683,0 out of 10,0 out of 9,0 out of 10,"2122 MANCHESTER EXPRESSWAY COLUMBUS, GA 31995 (32.506927, -84.961378)"
420033,GHS GREER MEMORIAL HOSPITAL,830 SOUTH BUNCOMBE ROAD,GREER,SC,29650,Greenville,0.986935,0.839602,0.920940,0.894276,6 out of 10,3 out of 9,6 out of 10,"830 SOUTH BUNCOMBE ROAD GREER, SC 29650 (34.91931, -82.242031)"
450032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER MARSHALL,811 S WASHINGTON,MARSHALL,TX,75670,Harrison,0.986935,0.839602,1.033814,1.015527,0 out of 10,0 out of 9,0 out of 10,"811 S WASHINGTON MARSHALL, TX 75670 (32.536552, -94.367872)"
370014,ALLIANCEHEALTH DURANT,1800 UNIVERSITY BOULEVARD,DURANT,OK,74702,Bryan,0.986935,0.839602,0.998784,1.034562,0 out of 10,0 out of 9,0 out of 10,"1800 UNIVERSITY BOULEVARD DURANT, OK 74702 (34.004903, -96.395055)"
190002,LAFAYETTE GENERAL MEDICAL CENTER,1214 COOLIDGE AVENUE,LAFAYETTE,LA,70503,Lafayette,0.986935,0.839602,1.021415,1.035296,0 out of 10,0 out of 9,0 out of 10,"1214 COOLIDGE AVENUE LAFAYETTE, LA 70503 (30.202319, -92.018705)"
150146,PARKVIEW NOBLE HOSPITAL,401 SAWYER RD,KENDALLVILLE,IN,46755,Noble,0.986935,0.839602,0.980078,0.925456,4 out of 10,3 out of 9,4 out of 10,"401 SAWYER RD KENDALLVILLE, IN 46755 (41.448459, -85.29478)"
360071,VAN WERT COUNTY HOSPITAL,1250 S WASHINGTON STREET,VAN WERT,OH,45891,Van Wert,0.986935,0.839602,0.954220,0.981385,1 out of 10,0 out of 9,1 out of 10,"1250 S WASHINGTON STREET VAN WERT, OH 45891 (40.850314, -84.581367)"
240100,SANFORD BEMIDJI MEDICAL CENTER,1300 ANNE ST NW,BEMIDJI,MN,56601,Beltrami,0.986935,0.839602,0.874817,0.914257,5 out of 10,0 out of 9,5 out of 10,"1300 ANNE ST NW BEMIDJI, MN 56601 (47.505009, -94.898125)"
490011,BON SECOURS DEPAUL MEDICAL CENTER,150 KINGSLEY LANE,NORFOLK,VA,23505,Norfolk City,0.986935,0.839602,0.980497,0.978681,1 out of 10,0 out of 9,1 out of 10,"150 KINGSLEY LANE NORFOLK, VA 23505 (36.89843, -76.281644)"
450604,HILL COUNTRY MEMORIAL HOSPITAL INC,1020 SOUTH STATE HIGHWAY 16,FREDERICKSBURG,TX,78624,Gillespie,0.986935,0.839602,0.949006,0.965257,2 out of 10,0 out of 9,2 out of 10,"1020 SOUTH STATE HIGHWAY 16 FREDERICKSBURG, TX 78624 (30.262187, -98.880491)"
360036,WOOSTER COMMUNITY HOSPITAL,1761 BEALL AVENUE,WOOSTER,OH,44691,Wayne,0.986935,0.839602,0.973795,0.967973,2 out of 10,0 out of 9,2 out of 10,"1761 BEALL AVENUE WOOSTER, OH 44691 (40.820713, -81.934247)"
450558,ABILENE REGIONAL MEDICAL CENTER,6250 HWY 83/84,ABILENE,TX,79606,Taylor,0.986935,0.839602,1.069613,1.097268,0 out of 10,0 out of 9,0 out of 10,"6250 HWY 83/84 ABILENE, TX 79606 (32.374006, -99.742595)"
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVE,MUNCIE,IN,47303,Delaware,0.986935,0.839602,0.986503,0.998241,0 out of 10,0 out of 9,0 out of 10,"2401 UNIVERSITY AVE MUNCIE, IN 47303 (40.197622, -85.414363)"
230133,MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,825 N CENTER AVE,GAYLORD,MI,49735,Otsego,0.986935,0.839602,0.839328,0.894967,6 out of 10,0 out of 9,6 out of 10,"825 N CENTER AVE GAYLORD, MI 49735 (45.035332, -84.673887)"
100025,SACRED HEART HOSPITAL,5151 N 9TH AVE,PENSACOLA,FL,32504,Escambia,0.986935,0.839602,1.022821,1.003666,0 out of 10,1 out of 9,1 out of 10,"5151 N 9TH AVE PENSACOLA, FL 32504 (30.475588, -87.210986)"
520097,ST MARYS HOSPITAL MEDICAL CTR,1726 SHAWANO AVE,GREEN BAY,WI,54303,Brown,0.986935,0.839602,0.876865,0.934713,4 out of 10,0 out of 9,4 out of 10,"1726 SHAWANO AVE GREEN BAY, WI 54303 (44.532184, -88.066561)"
010029,EAST ALABAMA MEDICAL CENTER,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,Lee,0.986935,0.839602,0.894771,0.921387,5 out of 10,0 out of 9,5 out of 10,"2000 PEPPERELL PARKWAY OPELIKA, AL 36801 (32.638055, -85.404003)"
140174,PRESENCE MERCY MEDICAL CENTER,1325 N HIGHLAND AVENUE,AURORA,IL,60506,Kane,0.986935,0.839602,0.966878,1.011712,0 out of 10,0 out of 9,0 out of 10,"1325 N HIGHLAND AVENUE AURORA, IL 60506 (41.786906, -88.328909)"
450035,ST JOSEPH MEDICAL CENTER,1401 ST. JOSEPH PARKWAY,HOUSTON,TX,77002,Harris,0.986935,0.839602,1.002264,1.059286,0 out of 10,0 out of 9,0 out of 10,"1401 ST. JOSEPH PARKWAY HOUSTON, TX 77002 (29.747898, -95.36639)"
330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,Erie,0.986935,0.839602,0.967164,0.953797,3 out of 10,1 out of 9,3 out of 10,"726 EXCHANGE STREET, SUITE 522 BUFFALO, NY 14210 (42.87459, -78.850067)"
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE,MELROSE PARK,IL,60160,Cook,0.986935,0.839602,1.071478,1.041459,0 out of 10,1 out of 9,1 out of 10,"701 WEST NORTH AVE MELROSE PARK, IL 60160 (41.908342, -87.841101)"
450684,MEMORIAL HERMANN NORTHEAST,18951 MEMORIAL NORTH,HUMBLE,TX,77338,Harris,0.986935,0.839602,1.048439,1.045508,0 out of 10,0 out of 9,0 out of 10,"18951 MEMORIAL NORTH HUMBLE, TX 77338 (29.994565, -95.275482)"
380022,SAMARITAN ALBANY GENERAL HOSPITAL,1046 6TH AVENUE SW,ALBANY,OR,97321,Linn,0.986935,0.839602,0.841066,0.861680,8 out of 10,0 out of 9,8 out of 10,"1046 6TH AVENUE SW ALBANY, OR 97321 (44.632067, -123.116771)"
520083,SSM HEALTH ST MARY'S HOSPITAL - MADISON,700 SOUTH PARK ST,MADISON,WI,53715,Dane,0.986935,0.839602,0.947197,0.954939,2 out of 10,0 out of 9,2 out of 10,"700 SOUTH PARK ST MADISON, WI 53715 (43.059124, -89.400678)"
100043,MEASE DUNEDIN HOSPITAL,601 MAIN ST,DUNEDIN,FL,34698,Pinellas,0.986935,0.839602,1.070103,1.063383,0 out of 10,0 out of 9,0 out of 10,"601 MAIN ST DUNEDIN, FL 34698 (28.014032, -82.783822)"
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,1475 W 49TH ST,HIALEAH,FL,33012,Miami-Dade,0.986935,0.839602,1.117428,1.220458,0 out of 10,0 out of 9,0 out of 10,"1475 W 49TH ST HIALEAH, FL 33012 (25.866662, -80.312165)"
030037,ST LUKE'S MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,Maricopa,0.986935,0.839602,0.959118,0.955341,2 out of 10,0 out of 9,2 out of 10,"1800 EAST VAN BUREN STREET PHOENIX, AZ 85006 (33.451436, -112.042767)"
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,Cook,0.986935,0.839602,1.002367,1.046459,0 out of 10,0 out of 9,0 out of 10,"2900 NORTH LAKE SHORE DRIVE CHICAGO, IL 60657 (41.933928, -87.636418)"
430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,1325 S CLIFF AVE  POST OFFICE BOX 5045,SIOUX FALLS,SD,57117,Minnehaha,0.986935,0.839602,1.005874,0.988771,0 out of 10,1 out of 9,1 out of 10,"1325 S CLIFF AVE POST OFFICE BOX 5045 SIOUX FALLS, SD 57117 (43.534607, -96.711304)"
230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,Midland,0.986935,0.839602,0.899912,0.942272,3 out of 10,0 out of 9,3 out of 10,"4000 WELLNESS DRIVE MIDLAND, MI 48670 (43.635617, -84.261689)"
030105,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,MESA,AZ,85206,Maricopa,0.986935,0.839602,0.997085,1.000340,0 out of 10,0 out of 9,0 out of 10,"6750 EAST BAYWOOD AVENUE MESA, AZ 85206 (33.410378, -111.685273)"
450662,VALLEY REGIONAL MEDICAL CENTER,100 A ALTON GLOOR,BROWNSVILLE,TX,78526,Cameron,0.986935,0.839602,1.051870,1.054773,0 out of 10,0 out of 9,0 out of 10,"100 A ALTON GLOOR BROWNSVILLE, TX 78526"
230208,SPARROW CARSON HOSPITAL,406 EAST ELM ST,CARSON CITY,MI,48811,Montcalm,0.986935,0.839602,0.959860,0.960600,2 out of 10,0 out of 9,2 out of 10,"406 EAST ELM ST CARSON CITY, MI 48811 (43.175989, -84.843788)"
300034,CATHOLIC MEDICAL CENTER,100 MCGREGOR STREET,MANCHESTER,NH,03102,Hillsborough,0.986935,0.839602,0.990360,0.992963,0 out of 10,0 out of 9,0 out of 10,"100 MCGREGOR STREET MANCHESTER, NH 03102 (42.991211, -71.47379)"
360230,HILLCREST HOSPITAL,6780 MAYFIELD ROAD,MAYFIELD HEIGHTS,OH,44124,Cuyahoga,0.986935,0.839602,0.981987,0.995320,0 out of 10,0 out of 9,0 out of 10,"6780 MAYFIELD ROAD MAYFIELD HEIGHTS, OH 44124 (41.520133, -81.434345)"
420043,MARY BLACK HEALTH SYSTEM GAFFNEY,1530 N LIMESTONE ST,GAFFNEY,SC,29340,Cherokee,0.986935,0.839602,0.980181,1.010722,0 out of 10,0 out of 9,0 out of 10,"1530 N LIMESTONE ST GAFFNEY, SC 29340 (35.090092, -81.635753)"
030117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,86426,Mohave,0.986935,0.839602,0.888578,0.887798,7 out of 10,0 out of 9,7 out of 10,"5330 SOUTH HIGHWAY 95 FORT MOHAVE, AZ 86426 (35.002363, -114.597954)"
170191,UNIVERSITY  OF KS HLTH SYSTEM GREAT BEND CAMPUS,514 CLEVELAND STREET,GREAT BEND,KS,67530,Barton,0.986935,0.839602,1.019725,0.960037,2 out of 10,3 out of 9,3 out of 10,"514 CLEVELAND STREET GREAT BEND, KS 67530 (38.3562, -98.791619)"
050334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,Monterey,0.986935,0.839602,0.989150,1.012833,0 out of 10,0 out of 9,0 out of 10,"450 EAST ROMIE LANE SALINAS, CA 93901 (36.659979, -121.646327)"
250004,NORTH MISSISSIPPI MEDICAL CENTER,830 S GLOSTER,TUPELO,MS,38801,Lee,0.986935,0.839602,1.010756,1.018369,0 out of 10,0 out of 9,0 out of 10,"830 S GLOSTER TUPELO, MS 38801 (34.242203, -88.717758)"
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,7800 US HWY 98 W,MIRAMAR BEACH,FL,32550,Walton,0.986935,0.839602,0.965791,0.957410,2 out of 10,0 out of 9,2 out of 10,"7800 US HWY 98 W MIRAMAR BEACH, FL 32550 (30.376819, -86.306823)"
230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR,ALMA,MI,48801,Gratiot,0.986935,0.839602,0.991793,0.998970,0 out of 10,0 out of 9,0 out of 10,"300 E WARWICK DR ALMA, MI 48801 (43.39168, -84.662278)"
520059,AURORA MEDICAL CENTER BURLINGTON,252 MCHENRY ST,BURLINGTON,WI,53105,Racine,0.986935,0.839602,0.912458,0.934183,4 out of 10,0 out of 9,4 out of 10,"252 MCHENRY ST BURLINGTON, WI 53105 (42.673515, -88.282648)"
