Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Communication with Nurses Floor,Communication with Nurses Achievement Threshold,Communication with Nurses Benchmark,Communication with Nurses Baseline Rate,Communication with Nurses Performance Rate,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Floor,Communication with Doctors Achievement Threshold,Communication with Doctors Benchmark,Communication with Doctors Baseline Rate,Communication with Doctors Performance Rate,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Floor,Responsiveness of Hospital Staff Achievement Threshold,Responsiveness of Hospital Staff Benchmark,Responsiveness of Hospital Staff Baseline Rate,Responsiveness of Hospital Staff Performance Rate,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Care Transition Floor,Care Transition Achievement Threshold,Care Transition Benchmark,Care Transition Baseline Rate,Care Transition Performance Rate,Care Transition Achievement Points,Care Transition Improvement Points,Care Transition Dimension Score,Communication about Medicines Floor,Communication about Medicines Achievement Threshold,Communication about Medicines Benchmark,Communication about Medicines Baseline Rate,Communication about Medicines Performance Rate,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Floor,Cleanliness and Quietness of Hospital Environment Achievement Threshold,Cleanliness and Quietness of Hospital Environment Benchmark,Cleanliness and Quietness of Hospital Environment Baseline Rate,Cleanliness and Quietness of Hospital Environment Performance Rate,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Floor,Discharge Information Achievement Threshold,Discharge Information Benchmark,Discharge Information Baseline Rate,Discharge Information Performance Rate,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Floor,Overall Rating of Hospital Achievement Threshold,Overall Rating of Hospital Benchmark,Overall Rating of Hospital Baseline Rate,Overall Rating of Hospital Performance Rate,Overall  Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score,Location
250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,215 MARION AV BOX 1307,MCCOMB,MS,39649,Pike,28.10,78.69,86.97,78.56,75.40,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,80.78,77.65,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,66.84,67.16,2 out of 10,0 out of 9,2 out of 10,11.30,51.42,62.77,48.54,41.47,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,60.61,61.40,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,66.62,65.05,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,86.18,82.41,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,64.30,62.00,0 out of 10,0 out of 9,0 out of 10,2,15,"215 MARION AV BOX 1307 MCCOMB, MS 39649"
520045,THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC,130 2ND ST,NEENAH,WI,54956,Winnebago,28.10,78.69,86.97,79.43,79.21,1 out of 10,0 out of 9,1 out of 10,33.46,80.32,88.62,82.62,82.19,3 out of 10,0 out of 9,3 out of 10,32.72,65.16,80.15,70.64,64.99,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,54.83,52.42,1 out of 10,0 out of 9,1 out of 10,11.38,63.26,73.53,62.71,63.63,1 out of 10,0 out of 9,1 out of 10,22.85,65.58,79.06,66.80,63.96,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,88.87,88.63,3 out of 10,0 out of 9,3 out of 10,28.39,70.85,84.83,76.76,73.74,2 out of 10,0 out of 9,2 out of 10,11,19,"130 2ND ST NEENAH, WI 54956 (44.189172, -88.453907)"
510046,PRINCETON COMMUNITY HOSPITAL,122 12TH STREET,PRINCETON,WV,24740,Mercer,28.10,78.69,86.97,80.41,78.44,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,86.25,80.82,1 out of 10,0 out of 9,1 out of 10,32.72,65.16,80.15,69.92,68.36,2 out of 10,0 out of 9,2 out of 10,11.30,51.42,62.77,48.60,55.16,3 out of 10,4 out of 9,4 out of 10,11.38,63.26,73.53,64.89,65.02,2 out of 10,0 out of 9,2 out of 10,22.85,65.58,79.06,68.78,66.81,1 out of 10,0 out of 9,1 out of 10,61.96,87.05,91.87,87.63,89.30,5 out of 10,3 out of 9,5 out of 10,28.39,70.85,84.83,74.17,69.55,0 out of 10,0 out of 9,0 out of 10,15,19,"122 12TH STREET PRINCETON, WV 24740 (37.362458, -81.113097)"
140160,FHN MEMORIAL HOSPITAL,1045 WEST STEPHENSON STREET,FREEPORT,IL,61032,Stephenson,28.10,78.69,86.97,78.92,80.36,2 out of 10,1 out of 9,2 out of 10,33.46,80.32,88.62,78.96,77.22,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,63.87,66.85,2 out of 10,1 out of 9,2 out of 10,11.30,51.42,62.77,46.23,47.48,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,67.38,63.20,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,67.77,65.62,1 out of 10,0 out of 9,1 out of 10,61.96,87.05,91.87,89.00,87.35,1 out of 10,0 out of 9,1 out of 10,28.39,70.85,84.83,68.56,67.23,0 out of 10,0 out of 9,0 out of 10,6,18,"1045 WEST STEPHENSON STREET FREEPORT, IL 61032 (42.295894, -89.637947)"
340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,Halifax,28.10,78.69,86.97,79.47,79.18,1 out of 10,0 out of 9,1 out of 10,33.46,80.32,88.62,81.54,80.17,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,65.85,61.74,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,43.49,42.66,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,70.16,67.64,4 out of 10,0 out of 9,4 out of 10,22.85,65.58,79.06,66.22,65.50,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,87.82,87.43,1 out of 10,0 out of 9,1 out of 10,28.39,70.85,84.83,62.27,59.83,0 out of 10,0 out of 9,0 out of 10,6,14,"250 SMITH CHURCH RD ROANOKE RAPIDS, NC 27870 (36.435313, -77.647046)"
390006,GEISINGER MEDICAL CENTER,100 NORTH ACADEMY AVENUE,DANVILLE,PA,17822,Montour,28.10,78.69,86.97,81.55,82.50,5 out of 10,1 out of 9,5 out of 10,33.46,80.32,88.62,79.17,79.62,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,68.00,68.89,3 out of 10,0 out of 9,3 out of 10,11.30,51.42,62.77,51.81,52.49,1 out of 10,0 out of 9,1 out of 10,11.38,63.26,73.53,61.96,62.77,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,61.86,60.88,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,89.63,89.50,5 out of 10,0 out of 9,5 out of 10,28.39,70.85,84.83,75.12,74.93,3 out of 10,0 out of 9,3 out of 10,17,17,"100 NORTH ACADEMY AVENUE DANVILLE, PA 17822 (40.969585, -76.60622)"
050127,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,CA,95695,Yolo,28.10,78.69,86.97,75.65,79.11,1 out of 10,3 out of 9,3 out of 10,33.46,80.32,88.62,82.14,80.78,1 out of 10,0 out of 9,1 out of 10,32.72,65.16,80.15,66.35,60.26,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,52.52,52.66,1 out of 10,0 out of 9,1 out of 10,11.38,63.26,73.53,66.27,64.15,1 out of 10,0 out of 9,1 out of 10,22.85,65.58,79.06,65.02,63.97,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,89.66,86.86,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,67.87,70.49,0 out of 10,1 out of 9,1 out of 10,7,16,"1325 COTTONWOOD STREET WOODLAND, CA 95695 (38.664344, -121.793403)"
130002,ST LUKE'S MAGIC VALLEY RMC,801 POLE LINE ROAD WEST,TWIN FALLS,ID,83301,Twin Falls,28.10,78.69,86.97,80.60,75.84,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,82.50,78.91,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,68.93,65.00,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,52.56,48.61,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,66.65,64.29,1 out of 10,0 out of 9,1 out of 10,22.85,65.58,79.06,72.17,71.85,5 out of 10,0 out of 9,5 out of 10,61.96,87.05,91.87,90.59,89.44,5 out of 10,0 out of 9,5 out of 10,28.39,70.85,84.83,74.51,68.98,0 out of 10,0 out of 9,0 out of 10,11,18,"801 POLE LINE ROAD WEST TWIN FALLS, ID 83301 (42.591595, -114.496998)"
430012,AVERA SACRED HEART HOSPITAL,501 SUMMIT ST,YANKTON,SD,57078,Yankton,28.10,78.69,86.97,80.07,75.74,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,83.83,79.70,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,69.92,65.77,1 out of 10,0 out of 9,1 out of 10,11.30,51.42,62.77,53.10,48.57,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,66.99,65.98,3 out of 10,0 out of 9,3 out of 10,22.85,65.58,79.06,70.16,71.97,5 out of 10,2 out of 9,5 out of 10,61.96,87.05,91.87,90.94,89.67,5 out of 10,0 out of 9,5 out of 10,28.39,70.85,84.83,73.74,70.36,0 out of 10,0 out of 9,0 out of 10,14,18,"501 SUMMIT ST YANKTON, SD 57078 (42.872573, -97.406945)"
450271,WISE REGIONAL HEALTH SYSTEM,609 MEDICAL CENTER DRIVE,DECATUR,TX,76234,Wise,28.10,78.69,86.97,79.02,76.24,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,75.67,74.09,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,65.27,63.30,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,50.04,48.30,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,57.67,58.69,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,68.36,62.86,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,85.75,86.37,0 out of 10,1 out of 9,1 out of 10,28.39,70.85,84.83,70.85,68.92,0 out of 10,0 out of 9,0 out of 10,1,17,"609 MEDICAL CENTER DRIVE DECATUR, TX 76234 (33.220263, -97.593107)"
390304,ROXBOROUGH MEMORIAL HOSPITAL,5800 RIDGE AVE,PHILADELPHIA,PA,19128,Philadelphia,28.10,78.69,86.97,77.19,76.16,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,77.25,78.38,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,63.07,64.92,0 out of 10,1 out of 9,1 out of 10,11.30,51.42,62.77,45.51,47.27,0 out of 10,1 out of 9,1 out of 10,11.38,63.26,73.53,60.27,65.67,3 out of 10,4 out of 9,4 out of 10,22.85,65.58,79.06,61.76,58.85,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,87.96,85.12,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,68.78,62.40,0 out of 10,0 out of 9,0 out of 10,6,16,"5800 RIDGE AVE PHILADELPHIA, PA 19128 (40.028518, -75.21028)"
110168,REDMOND REGIONAL MEDICAL CENTER,501 REDMOND ROAD,ROME,GA,30165,Floyd,28.10,78.69,86.97,80.50,77.85,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,83.62,80.44,1 out of 10,0 out of 9,1 out of 10,32.72,65.16,80.15,70.92,69.64,3 out of 10,0 out of 9,3 out of 10,11.30,51.42,62.77,48.53,50.12,0 out of 10,1 out of 9,1 out of 10,11.38,63.26,73.53,64.00,64.51,2 out of 10,0 out of 9,2 out of 10,22.85,65.58,79.06,69.47,65.48,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,85.71,84.06,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,75.26,73.38,2 out of 10,0 out of 9,2 out of 10,9,17,"501 REDMOND ROAD ROME, GA 30165 (34.278191, -85.194131)"
140093,OSF SACRED HEART MEDICAL CENTER,812 N LOGAN AVE,DANVILLE,IL,61832,Vermilion,28.10,78.69,86.97,79.11,77.54,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,80.91,78.64,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,69.82,62.32,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,49.58,47.12,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,63.43,57.55,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,65.23,61.94,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,89.03,84.14,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,68.27,61.22,0 out of 10,0 out of 9,0 out of 10,0,15,"812 N LOGAN AVE DANVILLE, IL 61832 (40.136197, -87.644908)"
140280,TRINITY ROCK ISLAND,2701 17TH ST,ROCK ISLAND,IL,61201,Rock Island,28.10,78.69,86.97,74.50,75.52,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,76.19,77.00,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,52.70,53.21,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,47.45,45.71,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,57.63,54.99,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,57.49,57.51,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,87.86,89.40,5 out of 10,3 out of 9,5 out of 10,28.39,70.85,84.83,66.12,67.82,0 out of 10,0 out of 9,0 out of 10,5,12,"2701 17TH ST ROCK ISLAND, IL 61201 (41.483649, -90.572799)"
010097,ELMORE COMMUNITY HOSPITAL,500 HOSPITAL DRIVE,WETUMPKA,AL,36092,Elmore,28.10,78.69,86.97,80.36,83.66,6 out of 10,4 out of 9,6 out of 10,33.46,80.32,88.62,92.11,86.24,7 out of 10,0 out of 9,7 out of 10,32.72,65.16,80.15,81.38,77.84,8 out of 10,0 out of 9,8 out of 10,11.30,51.42,62.77,54.75,47.72,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,71.29,77.81,10 out of 10,9 out of 9,10 out of 10,22.85,65.58,79.06,72.48,69.95,3 out of 10,0 out of 9,3 out of 10,61.96,87.05,91.87,83.96,87.20,1 out of 10,4 out of 9,4 out of 10,28.39,70.85,84.83,76.93,74.82,3 out of 10,0 out of 9,3 out of 10,41,18,"500 HOSPITAL DRIVE WETUMPKA, AL 36092 (32.551957, -86.185643)"
050099,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,CA,91786,San Bernardino,28.10,78.69,86.97,78.29,77.14,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,77.14,75.00,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,60.81,62.95,0 out of 10,1 out of 9,1 out of 10,11.30,51.42,62.77,47.80,49.84,0 out of 10,1 out of 9,1 out of 10,11.38,63.26,73.53,59.93,61.77,0 out of 10,1 out of 9,1 out of 10,22.85,65.58,79.06,57.34,61.74,0 out of 10,2 out of 9,2 out of 10,61.96,87.05,91.87,84.55,85.80,0 out of 10,1 out of 9,1 out of 10,28.39,70.85,84.83,70.64,74.49,3 out of 10,2 out of 9,3 out of 10,9,17,"999 SAN BERNARDINO ROAD UPLAND, CA 91786 (34.101079, -117.636862)"
250038,MERIT HEALTH MADISON,161 RIVER OAKS DRIVE,CANTON,MS,39046,Madison,28.10,78.69,86.97,80.52,75.75,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,86.17,78.35,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,75.75,65.67,1 out of 10,0 out of 9,1 out of 10,11.30,51.42,62.77,55.41,44.19,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,72.37,61.03,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,70.98,67.43,2 out of 10,0 out of 9,2 out of 10,61.96,87.05,91.87,87.75,81.61,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,73.65,67.28,0 out of 10,0 out of 9,0 out of 10,3,15,"161 RIVER OAKS DRIVE CANTON, MS 39046 (32.582157, -90.081677)"
220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,02130,Suffolk,28.10,78.69,86.97,81.35,85.30,8 out of 10,7 out of 9,8 out of 10,33.46,80.32,88.62,83.67,84.98,6 out of 10,2 out of 9,6 out of 10,32.72,65.16,80.15,73.64,70.87,4 out of 10,0 out of 9,4 out of 10,11.30,51.42,62.77,53.32,54.18,3 out of 10,0 out of 9,3 out of 10,11.38,63.26,73.53,64.76,63.36,1 out of 10,0 out of 9,1 out of 10,22.85,65.58,79.06,62.45,64.25,0 out of 10,1 out of 9,1 out of 10,61.96,87.05,91.87,89.63,89.91,6 out of 10,1 out of 9,6 out of 10,28.39,70.85,84.83,74.64,80.23,7 out of 10,5 out of 9,7 out of 10,36,19,"1153 CENTRE STREET BOSTON, MA 02130 (42.300886, -71.127203)"
390004,HOLY SPIRIT HOSPITAL,503 NORTH 21ST STREET,CAMP HILL,PA,17011,Cumberland,28.10,78.69,86.97,79.16,76.11,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,79.93,75.50,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,61.27,60.22,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,53.39,49.78,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,60.37,56.47,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,61.12,60.14,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,90.46,87.34,1 out of 10,0 out of 9,1 out of 10,28.39,70.85,84.83,72.84,68.78,0 out of 10,0 out of 9,0 out of 10,1,16,"503 NORTH 21ST STREET CAMP HILL, PA 17011 (40.25141, -76.923468)"
340186,VIDANT BEAUFORT HOSPITAL,628 E 12TH ST,WASHINGTON,NC,27889,Beaufort,28.10,78.69,86.97,82.16,83.05,5 out of 10,1 out of 9,5 out of 10,33.46,80.32,88.62,88.61,85.36,6 out of 10,0 out of 9,6 out of 10,32.72,65.16,80.15,71.03,72.69,5 out of 10,1 out of 9,5 out of 10,11.30,51.42,62.77,52.19,54.00,3 out of 10,1 out of 9,3 out of 10,11.38,63.26,73.53,66.83,69.39,6 out of 10,3 out of 9,6 out of 10,22.85,65.58,79.06,69.39,68.22,2 out of 10,0 out of 9,2 out of 10,61.96,87.05,91.87,88.15,89.22,5 out of 10,2 out of 9,5 out of 10,28.39,70.85,84.83,71.88,71.55,1 out of 10,0 out of 9,1 out of 10,33,20,"628 E 12TH ST WASHINGTON, NC 27889 (35.548662, -77.038833)"
020018,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,AK,99559,Bethel,28.10,78.69,86.97,73.59,75.73,0 out of 10,1 out of 9,1 out of 10,33.46,80.32,88.62,79.42,76.98,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,58.49,69.84,3 out of 10,5 out of 9,5 out of 10,11.30,51.42,62.77,34.81,34.23,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,63.85,65.55,3 out of 10,1 out of 9,3 out of 10,22.85,65.58,79.06,59.41,60.00,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,86.69,86.20,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,57.71,65.06,0 out of 10,2 out of 9,2 out of 10,11,11,"PO BOX 287 BETHEL, AK 99559"
390063,UPMC HAMOT,201 STATE STREET,ERIE,PA,16550,Erie,28.10,78.69,86.97,77.91,77.50,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,77.48,78.38,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,66.18,66.99,2 out of 10,0 out of 9,2 out of 10,11.30,51.42,62.77,48.28,48.44,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,57.33,58.00,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,53.00,51.75,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,86.10,87.95,2 out of 10,3 out of 9,3 out of 10,28.39,70.85,84.83,68.04,70.72,0 out of 10,1 out of 9,1 out of 10,6,13,"201 STATE STREET ERIE, PA 16550 (42.133331, -80.087825)"
330061,NEW YORK-PRESBYTERIAN HOSPITAL,55 PALMER AVENUE,BRONXVILLE,NY,10708,Westchester,28.10,78.69,86.97,75.29,78.71,1 out of 10,2 out of 9,2 out of 10,33.46,80.32,88.62,76.50,79.94,0 out of 10,2 out of 9,2 out of 10,32.72,65.16,80.15,66.05,64.18,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,43.31,48.06,0 out of 10,2 out of 9,2 out of 10,11.38,63.26,73.53,55.05,61.70,0 out of 10,3 out of 9,3 out of 10,22.85,65.58,79.06,60.46,62.25,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,80.65,84.15,0 out of 10,3 out of 9,3 out of 10,28.39,70.85,84.83,63.34,68.85,0 out of 10,2 out of 9,2 out of 10,14,17,"55 PALMER AVENUE BRONXVILLE, NY 10708 (40.941585, -73.836593)"
360150,SUMMA WESTERN RESERVE HOSPITAL,1900 23RD STREET,CUYAHOGA FALLS,OH,44223,Summit,28.10,78.69,86.97,82.00,84.43,7 out of 10,4 out of 9,7 out of 10,33.46,80.32,88.62,84.83,84.17,5 out of 10,0 out of 9,5 out of 10,32.72,65.16,80.15,71.37,76.15,7 out of 10,5 out of 9,7 out of 10,11.30,51.42,62.77,56.91,56.96,5 out of 10,0 out of 9,5 out of 10,11.38,63.26,73.53,68.77,65.74,3 out of 10,0 out of 9,3 out of 10,22.85,65.58,79.06,65.61,68.22,2 out of 10,1 out of 9,2 out of 10,61.96,87.05,91.87,90.92,90.16,6 out of 10,0 out of 9,6 out of 10,28.39,70.85,84.83,78.53,81.70,7 out of 10,5 out of 9,7 out of 10,42,20,"1900 23RD STREET CUYAHOGA FALLS, OH 44223 (41.132948, -81.509907)"
320005,SAN JUAN REGIONAL MEDICAL CENTER,801 WEST MAPLE STREET,FARMINGTON,NM,87401,San Juan,28.10,78.69,86.97,77.37,75.44,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,77.98,73.43,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,62.45,67.23,2 out of 10,2 out of 9,2 out of 10,11.30,51.42,62.77,46.34,46.40,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,63.69,60.81,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,65.03,68.75,3 out of 10,2 out of 9,3 out of 10,61.96,87.05,91.87,88.63,85.32,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,69.84,68.36,0 out of 10,0 out of 9,0 out of 10,5,17,"801 WEST MAPLE STREET FARMINGTON, NM 87401 (36.724323, -108.215501)"
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,Essex,28.10,78.69,86.97,79.07,80.33,2 out of 10,1 out of 9,2 out of 10,33.46,80.32,88.62,79.81,78.98,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,58.13,61.97,0 out of 10,1 out of 9,1 out of 10,11.30,51.42,62.77,49.18,48.57,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,63.53,62.50,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,63.55,63.94,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,83.40,83.11,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,66.34,66.92,0 out of 10,0 out of 9,0 out of 10,3,16,"201 LYONS AVE NEWARK, NJ 07112 (40.710054, -74.213787)"
190014,TECHE REGIONAL MEDICAL CENTER,1125 MARGUERITE STREET,MORGAN CITY,LA,70380,Saint Mary,28.10,78.69,86.97,80.36,81.37,3 out of 10,1 out of 9,3 out of 10,33.46,80.32,88.62,87.31,85.78,6 out of 10,0 out of 9,6 out of 10,32.72,65.16,80.15,69.11,70.94,4 out of 10,1 out of 9,4 out of 10,11.30,51.42,62.77,50.73,51.40,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,65.68,70.63,7 out of 10,6 out of 9,7 out of 10,22.85,65.58,79.06,70.06,67.28,2 out of 10,0 out of 9,2 out of 10,61.96,87.05,91.87,86.52,86.38,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,67.62,70.19,0 out of 10,1 out of 9,1 out of 10,23,19,"1125 MARGUERITE STREET MORGAN CITY, LA 70380 (29.708471, -91.200157)"
420020,TIDELANDS HEALTH,606 BLACK RIVER RD DRAWER 1718,GEORGETOWN,SC,29440,Georgetown,28.10,78.69,86.97,78.97,76.30,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,83.48,80.36,1 out of 10,0 out of 9,1 out of 10,32.72,65.16,80.15,65.82,56.68,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,46.76,46.46,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,69.47,55.98,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,71.46,68.05,2 out of 10,0 out of 9,2 out of 10,61.96,87.05,91.87,87.60,85.96,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,66.85,65.22,0 out of 10,0 out of 9,0 out of 10,3,14,"606 BLACK RIVER RD DRAWER 1718 GEORGETOWN, SC 29440 (33.379078, -79.285344)"
460044,ALTA VIEW HOSPITAL,9660 SOUTH 1300 EAST,SANDY,UT,84094,Salt Lake,28.10,78.69,86.97,78.74,77.19,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,84.00,80.79,1 out of 10,0 out of 9,1 out of 10,32.72,65.16,80.15,64.95,65.62,1 out of 10,0 out of 9,1 out of 10,11.30,51.42,62.77,57.17,56.41,4 out of 10,0 out of 9,4 out of 10,11.38,63.26,73.53,62.80,62.22,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,67.50,66.38,1 out of 10,0 out of 9,1 out of 10,61.96,87.05,91.87,91.53,90.07,6 out of 10,0 out of 9,6 out of 10,28.39,70.85,84.83,75.85,77.06,4 out of 10,1 out of 9,4 out of 10,17,19,"9660 SOUTH 1300 EAST SANDY, UT 84094 (40.57736, -111.853191)"
